2021-12-22 19:56:15,138 - INFO - **************common.configs**********
2021-12-22 19:56:15,138 - INFO - use_gpu: True, use_xpu: False, use_visual: False, train_batch_size: 512, train_data_dir: ./data/big_data/train, epochs: 1, print_interval: 500, model_save_path: output_model_flen_0
2021-12-22 19:56:15,138 - INFO - **************common.configs**********
W1222 19:56:15.139465 32987 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
W1222 19:56:15.143121 32987 device_context.cc:465] device: 0, cuDNN Version: 7.6.
2021-12-22 19:56:21,276 - INFO - read data
2021-12-22 19:56:21,276 - INFO - reader path:avazu_reader
/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/tensor/creation.py:130: DeprecationWarning: `np.object` is a deprecated alias for the builtin `object`. To silence this warning, use `object` by itself. Doing this will not modify any behavior and is safe. 
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  if data.dtype == np.object:
2021-12-22 20:09:50,384 - INFO - epoch: 0, batch_id: 13000, auc:0.770787, loss:0.36758688, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.06067 sec, avg_samples: 512.00000, ips: 8439.39443 ins/s
2021-12-22 20:10:20,983 - INFO - epoch: 0, batch_id: 13500, auc:0.770780, loss:0.33745986, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.06106 sec, avg_samples: 512.00000, ips: 8384.73353 ins/s
2021-12-22 20:10:50,920 - INFO - epoch: 0, batch_id: 14000, auc:0.771151, loss:0.36669737, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.05974 sec, avg_samples: 512.00000, ips: 8570.44027 ins/s
2021-12-22 20:11:21,241 - INFO - epoch: 0, batch_id: 14500, auc:0.770751, loss:0.45275128, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.06050 sec, avg_samples: 512.00000, ips: 8463.16138 ins/s
2021-12-22 20:11:51,534 - INFO - epoch: 0, batch_id: 15000, auc:0.770152, loss:0.38036433, avg_reader_cost: 0.00021 sec, avg_batch_cost: 0.06045 sec, avg_samples: 512.00000, ips: 8470.48169 ins/s
2021-12-22 20:12:22,190 - INFO - epoch: 0, batch_id: 15500, auc:0.769553, loss:0.39511788, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.06117 sec, avg_samples: 512.00000, ips: 8369.51472 ins/s
2021-12-22 20:12:53,048 - INFO - epoch: 0, batch_id: 16000, auc:0.768754, loss:0.4325962, avg_reader_cost: 0.00022 sec, avg_batch_cost: 0.06158 sec, avg_samples: 512.00000, ips: 8314.76876 ins/s
2021-12-22 20:13:23,165 - INFO - epoch: 0, batch_id: 16500, auc:0.767979, loss:0.39473602, avg_reader_cost: 0.00026 sec, avg_batch_cost: 0.06010 sec, avg_samples: 512.00000, ips: 8519.39313 ins/s
2021-12-22 20:13:54,846 - INFO - epoch: 0, batch_id: 17000, auc:0.767391, loss:0.41244698, avg_reader_cost: 0.00027 sec, avg_batch_cost: 0.06322 sec, avg_samples: 512.00000, ips: 8098.36018 ins/s
2021-12-22 20:14:25,129 - INFO - epoch: 0, batch_id: 17500, auc:0.767137, loss:0.42370397, avg_reader_cost: 0.00030 sec, avg_batch_cost: 0.06043 sec, avg_samples: 512.00000, ips: 8473.00188 ins/s
